Serial Number,Receipt Number,Date,Register Name,Draft Name,Occupants,Total Product Count,Product Name,Product Category,Product Notes,Product Quantity,Product Price,Product Tax,Product Zero Tax,Product Discount,Product Coupon Code,Product Total,Subtotal Price,Tax,Zero Tax,Bulk Discount,Bulk Coupon Code,Discount,Roundoff,Packaging Small,Tea Kettle,Small Packaging,Packaging large,Packaging medium,Total Price,Cash Refund,Card Refund,Other Refund,Payment Status,Fulfillment Status,Cancellation Status,Delivery Date,Tags,Channel Name,Brand Name,Channel Id,,Customer Name,Shipping Address,Customer Tags,Redemption CRM,Redemption Type
SA8172,SA-Q2I-2007-8174,"Jan 21, 2022 19:33",Main Register,Table 6,,3,Elaichi Chai,Chai,,1,30,0,0,0,,30,190,0,,0,,0,0,,,,,,190,0,0,0,paid,fulfilled,,,,,,,,Priya,,,,
SA8172,SA-Q2I-2007-8174,"Jan 21, 2022 19:33",,,,,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8172,SA-Q2I-2007-8174,"Jan 21, 2022 19:33",,,,,Adrak Elaichi Chai,Chai,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8173,SA-Q2I-2007-8175,"Jan 21, 2022 19:54",Main Register,Table 1,,1,Veg Cheese Burger,Burgers,,2,190,0,0,0,,190,190,0,,0,,0,0,,,,,,190,0,0,0,paid,fulfilled,,,,,,,,Shagun,,,,
SA8175,SA-Q2I-2007-8176,"Jan 22, 2022 10:20",Main Register,Table 5,,1,Sandwich + 2 Chai / Adrak Chai / Veg Corn Cheese Sandwich,Everyday Combos,,1,169,0,0,0,,169,169,0,,0,,0,0,,,,,,169,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8176,SA-Q2I-2007-8177,"Jan 22, 2022 11:50",Main Register,Table 2,,1,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,80,0,,0,,0,0,,,,,,80,0,0,0,paid,fulfilled,,,,,,,,harsit,,,,
SA8177,SA-Q2I-2007-8178,"Jan 22, 2022 13:14",Main Register,Table 6,,1,Adrak Chai,Chai,,2,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8178,SA-Q2I-2007-8179,"Jan 22, 2022 13:22",Main Register,Table 4,,3,Adrak Chai,Chai,,3,75,0,0,0,,75,240,0,,0,,0,0,,,,,,240,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8178,SA-Q2I-2007-8179,"Jan 22, 2022 13:22",,,,,Fresh Veggie Sandwich,Grilled Sandwiches,,1,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8178,SA-Q2I-2007-8179,"Jan 22, 2022 13:22",,,,,Vada Pav,Vada Pav,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8179,SA-Q2I-2007-8180,"Jan 22, 2022 14:14",Main Register,Take-Away-1,,1,Poha,Samosas & More,,1,70,0,0,0,,70,70,0,,0,,0,0,,,,,,70,0,0,0,paid,fulfilled,,,,,,,,Ravi,,,,
SA8180,SA-Q2I-2007-8181,"Jan 22, 2022 15:26",Main Register,Table 6,,3,Veg Tandoori Momos,Momos,,2,180,0,0,0,,180,510,0,,60,,60,0,,,,,,450,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8180,SA-Q2I-2007-8181,"Jan 22, 2022 15:26",,,,,Classic Hot Coffee,Coffee,,4,200,0,0,0,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8180,SA-Q2I-2007-8181,"Jan 22, 2022 15:26",,,,,Garlic Cheese Grilled Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8182,SA-Q2I-2007-8182,"Jan 22, 2022 16:02",Main Register,Table 2,,2,Tandoori Cheese Burger,Burgers,,3,285,0,0,0,,285,465,0,,0,,0,0,,,,,,465,0,0,0,paid,fulfilled,,,,,,,,Rishabh,,,,
SA8182,SA-Q2I-2007-8182,"Jan 22, 2022 16:02",,,,,Elaichi Chai,Chai,,6,180,0,0,0,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8183,SA-Q2I-2007-8183,"Jan 22, 2022 16:14",Main Register,Table 4,,4,Adrak Chai,Chai,,5,125,0,0,0,,125,589,0,,0,,0,0,,,,,,589,0,0,0,paid,fulfilled,,,,,,,,Shobhit,,,,
SA8183,SA-Q2I-2007-8183,"Jan 22, 2022 16:14",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8183,SA-Q2I-2007-8183,"Jan 22, 2022 16:14",,,,,Vada Pav,Vada Pav,,3,195,0,0,0,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8183,SA-Q2I-2007-8183,"Jan 22, 2022 16:14",,,,,Onion + Capsicum Pizza,Pizza,,1,119,0,0,0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8181,SA-Q2I-2007-8184,"Jan 22, 2022 16:35",Main Register,Table 6,,2,Classic Veg Burger,Burgers,,1,80,0,0,0,,80,130,0,,0,,0,0,,,,,,130,0,0,0,paid,fulfilled,,,,,,,,Pankaj,,,,
SA8181,SA-Q2I-2007-8184,"Jan 22, 2022 16:35",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8184,SA-Q2I-2007-8185,"Jan 22, 2022 17:30",Main Register,Take-Away-2,,1,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,80,0,,0,,0,0,,,,,,80,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8187,SA-Q2I-2007-8186,"Jan 22, 2022 17:32",Main Register,Table 2,,3,Cheesy Fries,Fries & Nachos,,1,125,0,0,0,,125,210,0,,0,,0,0,,,,,,210,0,0,0,paid,fulfilled,,,,,,,,Pratistha,,,,
SA8187,SA-Q2I-2007-8186,"Jan 22, 2022 17:32",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8187,SA-Q2I-2007-8186,"Jan 22, 2022 17:32",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8185,SA-Q2I-2007-8187,"Jan 22, 2022 17:33",Main Register,Table 4,,2,Adrak Chai,Chai,,1,25,0,0,0,,25,55,0,,0,,0,0,,,,,,55,0,0,0,paid,fulfilled,,,,,,,,Manas,,,,
SA8185,SA-Q2I-2007-8187,"Jan 22, 2022 17:33",,,,,Elaichi Chai,Chai,,1,30,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8186,SA-Q2I-2007-8188,"Jan 22, 2022 17:41",Main Register,Take-Away-3,,2,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,200,0,,0,,0,0,,,,,,200,0,0,0,paid,fulfilled,,,,,,,,Ashish,,,,
SA8186,SA-Q2I-2007-8188,"Jan 22, 2022 17:41",,,,,Veg Fried Momos,Momos,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8188,SA-Q2I-2007-8189,"Jan 22, 2022 17:43",Main Register,Table 6,,2,Masala Chai,Chai,,1,35,0,0,0,,35,75,0,,0,,0,0,,,,,,75,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8188,SA-Q2I-2007-8189,"Jan 22, 2022 17:43",,,,,Bun Maska,Maska Bun,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8189,SA-Q2I-2007-8190,"Jan 22, 2022 17:49",Main Register,Table 5,,2,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,195,0,,0,,0,0,,,,,,195,0,0,0,paid,fulfilled,,,,,,,,nikhil,,,,
SA8189,SA-Q2I-2007-8190,"Jan 22, 2022 17:49",,,,,Tandoori Veggie Wrap,Wraps,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8190,SA-Q2I-2007-8191,"Jan 22, 2022 17:57",Main Register,Table 3,,3,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,240,0,,23.86,,23.86,-0.14,,,,,,216,0,0,0,paid,fulfilled,,,,,,,,Pushkar,,,Bingage,Wallet
SA8190,SA-Q2I-2007-8191,"Jan 22, 2022 17:57",,,,,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8190,SA-Q2I-2007-8191,"Jan 22, 2022 17:57",,,,,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8191,SA-Q2I-2007-8192,"Jan 22, 2022 18:21",Main Register,Table 5,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,140,0,,0,,0,0,,,,,,140,0,0,0,paid,fulfilled,,,,,,,,Prachi,,,,
SA8191,SA-Q2I-2007-8192,"Jan 22, 2022 18:21",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8192,SA-Q2I-2007-8193,"Jan 22, 2022 18:29",Main Register,Table 4,,7,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,968,0,,145.2,,145.2,0.2,,,,,,823,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8192,SA-Q2I-2007-8193,"Jan 22, 2022 18:29",,,,,Classic Hot Coffee,Coffee,,5,250,0,0,0,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8192,SA-Q2I-2007-8193,"Jan 22, 2022 18:29",,,,,Mixed Sauce Penne Pasta,Pasta,,1,165,0,0,0,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8192,SA-Q2I-2007-8193,"Jan 22, 2022 18:29",,,,,Paneer Delight Pizza,Pizza,,1,179,0,0,0,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8192,SA-Q2I-2007-8193,"Jan 22, 2022 18:29",,,,,Onion + Capsicum Pizza,Pizza,,1,159,0,0,0,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8192,SA-Q2I-2007-8193,"Jan 22, 2022 18:29",,,,,Adrak Elaichi Chai,Chai,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8192,SA-Q2I-2007-8193,"Jan 22, 2022 18:29",,,,,Vada Pav,Vada Pav,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8192,SA-Q2I-2007-8193,"Jan 22, 2022 18:29",,,,,Pizza Cheese,Addon,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8193,SA-Q2I-2007-8194,"Jan 22, 2022 18:33",Main Register,Table 6,,1,Elaichi Chai,Chai,,3,90,0,0,0,,90,90,0,,0,,0,0,,,,,,90,0,0,0,paid,fulfilled,,,,,,,,Astik,,,,
SA8194,SA-Q2I-2007-8195,"Jan 22, 2022 19:24",Main Register,Table 6,,3,Adrak Elaichi Chai,Chai,,1,40,0,0,0,,40,230,0,,0,,0,0,,,,,,230,0,0,0,paid,fulfilled,,,,,,,,Ankit,,,,
SA8194,SA-Q2I-2007-8195,"Jan 22, 2022 19:24",,,,,Honey Ginger Lemon Tea,Chai,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8194,SA-Q2I-2007-8195,"Jan 22, 2022 19:24",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8196,SA-Q2I-2007-8196,"Jan 22, 2022 20:08",Main Register,Table 6,,3,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,190,0,,0,,0,0,,,,,,190,0,0,0,paid,fulfilled,,,,,,,,jahnvi,,,,
SA8196,SA-Q2I-2007-8196,"Jan 22, 2022 20:08",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8196,SA-Q2I-2007-8196,"Jan 22, 2022 20:08",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8197,SA-Q2I-2007-8197,"Jan 22, 2022 20:10",Main Register,Table 2,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,160,0,,0,,0,0,,,,,,160,0,0,0,paid,fulfilled,,,,,,,,Nishi,,,,
SA8197,SA-Q2I-2007-8197,"Jan 22, 2022 20:10",,,,,Cheesy Loaded Nachos,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8198,SA-Q2I-2007-8198,"Jan 22, 2022 20:14",Main Register,Table 3,,2,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,230,0,,0,,0,0,,,,,,230,0,0,0,paid,fulfilled,,,,,,,,Shishir,,,,
SA8198,SA-Q2I-2007-8198,"Jan 22, 2022 20:14",,,,,Garlic Cheese Grilled Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8201,SA-Q2I-2007-8199,"Jan 22, 2022 20:21",Main Register,Table 5,,4,Elaichi Chai,Chai,,2,60,0,0,0,,60,265,0,,0,,0,0,,,,,,265,0,0,0,paid,fulfilled,,,,,,,,Deepak,,,,
SA8201,SA-Q2I-2007-8199,"Jan 22, 2022 20:21",,,,,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8201,SA-Q2I-2007-8199,"Jan 22, 2022 20:21",,,,,Veg Corn Cheese Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8201,SA-Q2I-2007-8199,"Jan 22, 2022 20:21",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8195,SA-Q2I-2007-8200,"Jan 22, 2022 20:22",Main Register,Table 4,,2,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,100,0,,0,,0,0,,,,,,100,0,0,0,paid,fulfilled,,,,,,,,Shashank,,,,
SA8195,SA-Q2I-2007-8200,"Jan 22, 2022 20:22",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8199,SA-Q2I-2007-8201,"Jan 22, 2022 21:19",Main Register,Table 4,,1,Butter Maggi,Maggi Maggi Maggi,,4,200,0,0,0,,200,200,0,,0,,0,0,,,,,,200,0,0,0,paid,fulfilled,,,,,,,,Vashisth,,,,
SA8202,SA-Q2I-2007-8202,"Jan 22, 2022 21:24",Main Register,Table 2,,2,Bun Maska,Maska Bun,,2,80,0,0,0,,80,150,0,,0,,0,0,,,,,,150,0,0,0,paid,fulfilled,,,,,,,,Ansh,,,,
SA8202,SA-Q2I-2007-8202,"Jan 22, 2022 21:24",,,,,Masala Chai,Chai,,2,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8200,SA-Q2I-2007-8203,"Jan 22, 2022 21:31",Main Register,Take-Away-4,,2,Tandoori Veggie Wrap,Wraps,,1,95,0,0,0,,95,120,0,,0,,0,0,,,,,,120,0,0,0,paid,fulfilled,,,,,,,,Shavez,,,,
SA8200,SA-Q2I-2007-8203,"Jan 22, 2022 21:31",,,,,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8203,SA-Q2I-2007-8204,"Jan 23, 2022 10:57",Main Register,Table 2,,1,Elaichi Chai,Chai,,2,60,0,0,0,,60,60,0,,0,,0,0,,,,,,60,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8204,SA-Q2I-2007-8205,"Jan 23, 2022 14:33",Main Register,Take-Away-1,,2,Masala Chai,Chai,,1,35,0,0,0,,35,85,0,,0,,0,0,,,,,,85,0,0,0,paid,fulfilled,,,,,,,,Shubham,,,,
SA8204,SA-Q2I-2007-8205,"Jan 23, 2022 14:33",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8205,SA-Q2I-2007-8206,"Jan 23, 2022 15:03",Main Register,Table 2,,3,Adrak Chai,Chai,,4,100,0,0,0,,100,250,0,,27.9,,27.9,-0.1,,,,,,222,0,0,0,paid,fulfilled,,,,,,,,Abhay,,,Bingage,Wallet
SA8205,SA-Q2I-2007-8206,"Jan 23, 2022 15:03",,,,,Fresh Veggie Sandwich,Grilled Sandwiches,,1,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8205,SA-Q2I-2007-8206,"Jan 23, 2022 15:03",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8209,SA-Q2I-2007-8207,"Jan 23, 2022 15:04",Main Register,Table 6,,8,Honey Ginger Lemon Tea,Chai,,1,40,0,0,0,,40,485,0,,0,,0,0,,,,,,485,0,0,0,paid,fulfilled,,,,,,,,Sandeep,,,,
SA8209,SA-Q2I-2007-8207,"Jan 23, 2022 15:04",,,,,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8209,SA-Q2I-2007-8207,"Jan 23, 2022 15:04",,,,,Nimbu Chai,Chai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8209,SA-Q2I-2007-8207,"Jan 23, 2022 15:04",,,,,Veg Fried Momos,Momos,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8209,SA-Q2I-2007-8207,"Jan 23, 2022 15:04",,,,,Cold Drink - Thumbs Up,Unchai,,2,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8209,SA-Q2I-2007-8207,"Jan 23, 2022 15:04",,,,,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8209,SA-Q2I-2007-8207,"Jan 23, 2022 15:04",,,,,Cold Drink - Sprite,Unchai,,2,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8209,SA-Q2I-2007-8207,"Jan 23, 2022 15:04",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8206,SA-Q2I-2007-8208,"Jan 23, 2022 15:53",Main Register,Table 4,,1,Adrak Chai,Chai,,5,125,0,0,0,,125,125,0,,0,,0,0,,,,,,125,0,0,0,paid,fulfilled,,,,,,,,Divyanshu,,,,
SA8208,SA-Q2I-2007-8209,"Jan 23, 2022 16:14",Main Register,Table 5,,3,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,210,0,,0,,0,0,,,,,,210,0,0,0,paid,fulfilled,,,,,,,,Pranshul,,,,
SA8208,SA-Q2I-2007-8209,"Jan 23, 2022 16:14",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8208,SA-Q2I-2007-8209,"Jan 23, 2022 16:14",,,,,Masala Chai,Chai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8207,SA-Q2I-2007-8210,"Jan 23, 2022 16:34",Main Register,Table 2,,2,Onion + Capsicum Pizza,Pizza,,1,119,0,0,0,,119,189,0,,0,,0,0,,,,,,189,0,0,0,paid,fulfilled,,,,,,,,Pranjul,,,,
SA8207,SA-Q2I-2007-8210,"Jan 23, 2022 16:34",,,,,Cold Drink - Thumbs Up,Unchai,,2,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8218,SA-Q2I-2007-8211,"Jan 23, 2022 16:41",Main Register,Table 1,,2,Adrak Chai,Chai,,3,75,0,0,0,,75,175,0,,0,,0,0,,,,,,175,0,0,0,paid,fulfilled,,,,,,,,Rishabh,,,,
SA8218,SA-Q2I-2007-8211,"Jan 23, 2022 16:41",,,,,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8213,SA-Q2I-2007-8212,"Jan 23, 2022 16:56",Main Register,Table 3,,2,Fresh Veggie Sandwich,Grilled Sandwiches,,1,100,0,0,0,,100,150,0,,0,,0,0,,,,,,150,0,0,0,paid,fulfilled,,,,,,,,Siddhant,,,,
SA8213,SA-Q2I-2007-8212,"Jan 23, 2022 16:56",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8210,SA-Q2I-2007-8213,"Jan 23, 2022 17:03",Main Register,Take-Away-2,,2,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,90,0,,0,,0,0,,,,,,90,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8210,SA-Q2I-2007-8213,"Jan 23, 2022 17:03",,,,,Bun Maska,Maska Bun,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8212,SA-Q2I-2007-8214,"Jan 23, 2022 17:04",Main Register,Table 1,,2,Veg Cheese Maggi,Maggi Maggi Maggi,,1,90,0,0,0,,90,130,0,,32.75,,32.75,-0.25,,,,,,97,0,0,0,paid,fulfilled,,,,,,,,aashish,,,Bingage,Wallet
SA8212,SA-Q2I-2007-8214,"Jan 23, 2022 17:04",,,,,Adrak Elaichi Chai,Chai,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8211,SA-Q2I-2007-8215,"Jan 23, 2022 17:15",Main Register,Take-Away-3,,1,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,150,0,,0,,0,0,,,,,,150,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8216,SA-Q2I-2007-8216,"Jan 23, 2022 17:18",Main Register,Table 5,,2,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,200,0,,0,,0,0,,,,,,200,0,0,0,paid,fulfilled,,,,,,,,Abhiraj,,,,
SA8216,SA-Q2I-2007-8216,"Jan 23, 2022 17:18",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8215,SA-Q2I-2007-8217,"Jan 23, 2022 17:21",Main Register,Table 2,,2,Veg Fried Momos,Momos,,2,160,0,0,0,,160,210,0,,0,,0,0,,,,,,210,0,0,0,paid,fulfilled,,,,,,,,Aditya,,,,
SA8215,SA-Q2I-2007-8217,"Jan 23, 2022 17:21",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8214,SA-Q2I-2007-8218,"Jan 23, 2022 17:59",Main Register,Table 3,,2,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,115,0,,0,,0,0,,,,,,115,0,0,0,paid,fulfilled,,,,,,,,shivansh,,,,
SA8214,SA-Q2I-2007-8218,"Jan 23, 2022 17:59",,,,,Masala Chai,Chai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8219,SA-Q2I-2007-8219,"Jan 23, 2022 18:15",Main Register,Table 2,,2,Elaichi Chai,Chai,,3,90,0,0,0,,90,375,0,,79,,79,0,,,,,,296,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8219,SA-Q2I-2007-8219,"Jan 23, 2022 18:15",,,,,Chipotle Cheese Burger,Burgers,,3,285,0,0,0,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8217,SA-Q2I-2007-8220,"Jan 23, 2022 18:18",Main Register,Take-Away-4,,2,Vada Pav + Chai / Adrak Elaichi Chai / Vada Pav,Everyday Combos,,1,79,0,0,0,,79,119,0,,0,,0,0,,,,,,119,0,0,0,paid,fulfilled,,,,,,,,Piyush,,,,
SA8217,SA-Q2I-2007-8220,"Jan 23, 2022 18:18",,,,,Adrak Elaichi Chai,Chai,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8220,SA-Q2I-2007-8221,"Jan 23, 2022 18:26",Main Register,Table 5,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,120,0,,0,,0,0,,,,,,120,0,0,0,paid,fulfilled,,,,,,,,Shruti,,,,
SA8220,SA-Q2I-2007-8221,"Jan 23, 2022 18:26",,,,,Poha,Samosas & More,,1,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8221,SA-Q2I-2007-8222,"Jan 23, 2022 18:38",Main Register,Table 4,,8,Bun Maska,Maska Bun,,4,160,0,0,0,,160,860,0,,130,,130,0,,,,,,730,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8221,SA-Q2I-2007-8222,"Jan 23, 2022 18:38",,,,,Adrak Chai,Chai,,3,75,0,0,0,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8221,SA-Q2I-2007-8222,"Jan 23, 2022 18:38",,,,,Hot Coffee- Hazelnut,Coffee,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8221,SA-Q2I-2007-8222,"Jan 23, 2022 18:38",,,,,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8221,SA-Q2I-2007-8222,"Jan 23, 2022 18:38",,,,,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8221,SA-Q2I-2007-8222,"Jan 23, 2022 18:38",,,,,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8221,SA-Q2I-2007-8222,"Jan 23, 2022 18:38",,,,,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8221,SA-Q2I-2007-8222,"Jan 23, 2022 18:38",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8222,SA-Q2I-2007-8223,"Jan 23, 2022 19:16",Main Register,Table 2,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,100,0,,0,,0,0,,,,,,100,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA8222,SA-Q2I-2007-8223,"Jan 23, 2022 19:16",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA8223,SA-Q2I-2007-8224,"Jan 23, 2022 20:09",Main Register,Table 5,,3,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,204,0,,4,,4,0,,,,,,200,0,0,0,paid,fulfilled,,,,,,,,ananya,,,,
SA8223,SA-Q2I-2007-8224,"Jan 23, 2022 20:09",,,,,Onion + Capsicum Pizza,Pizza,,1,119,0,0,0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
